"vCenter","vCenterServerVersion","Datacenter","Name","Status","HAEnabled","HAAdmissionControlEnabled","DRSEnabled","DRSAutomationLevel","VSANEnabled","VSANDiskClaimMode","EVCMode","HostCount","EffectiveHostCount","VMCount","NumVmotions","CPUFailoverResourcePercent","RAMFailoverResourcePercent","DateGenerated"
"vcenter01.sddclab.local","6.5.0","sddclab","mgmt","green","True","False","True","manual","False","automatic","intel-nehalem","3","2","64","224",,,"8/7/2018 9:59:58 AM"
